outfall_id,receiving_waters,events2018,volume2018,events2016,volume2016,events2015,volume2015,events2014,volume2014,events2013,volume2013,events2006,volume2006,location,discharge_activation_type,treatment_plant,facility,spdes_id,latitude,longitude,of_size
TI-003,Powell's Cove,75,142,57,62,43,60,57,89,158,63,0,127,N/O 7TH AVENUE (REG # 10A),Model,TI,NYCDEP - Tallmans Island WPCP,NY0026239-003,40.79298,-73.8293,11' X 7'
HP-013,Pugsley Creek,45,237,21,135,22,130,31,246,155,26,54,144,NEWMAN AVENUE (CSO-24),Model,HP,NYCDEP - Hunt's Point WPCP,NY0026191-013,40.81378,-73.853,12' X 8'
CI-002,Rockaway Inlet,0,0,0,0,0,0,0,0,0,0,0,0,Coney Island WPCP Plant Outfall,,CI,NYCDEP - Coney Island WPCP,NY0026182-002,40.56609,-73.9308,"72"""" DIA"
CI-001,Rockaway Inlet,0,0,0,0,0,0,0,0,0,0,0,0,CONEY ISLAND W.P.C.P OUTFALL,Monitoring,CI,NYCDEP - Coney Island WPCP,NY0026182-001,40.56612,-73.9308,"96"""" DIA"
HP-037,Shore Road Lagoon,0,0,0,0,0,0,0,0,0,0,0,0,ORCHARD BEACH PUMPING STATION,Model,HP,NYCDEP - Hunt's Point WPCP,NY0026191-037,40.86685,-73.8015,"15"""" DIA"
WIB-077,Spuyten Duyvil Creek,58,100,36,68,41,80,44,129,108,37,0,77,TEUNISSEN PLACE (REG # MH-2),Model,WI,NYCDEP - Wards Island WPCP,NY0026131-077,40.87567,-73.9161,"8' 6"""" X 7'"
WIB-076,Spuyten Duyvil Creek,56,72,42,44,43,54,48,82,76,45,0,43,W/O BRADLEY TERRACE (REG # MH-1),Model,WI,NYCDEP - Wards Island WPCP,NY0026131-076,40.87867,-73.9224,"54"""" DIA"
WIB-078,Spuyten Duyvil Creek,55,41,41,24,43,31,47,47,42,40,0,0,BROADWAY BRIDGE (NORTH SIDE) (REG # MH-3),Model,WI,NYCDEP - Wards Island WPCP,NY0026131-078,40.87416,-73.9109,"5' X 4' 6"""""
NR-007,Spuyten Duyvil Creek,9,2,11,1,7,1,0,0,0,0,0,2,W 218TH STREET (REG # N-15),Model,NR,NYCDEP - North River WPCF,NY0026247-007,40.87479,-73.9192,"4' 0"""" X 2' 4"""" FT"
JAM-005,Thurston Basin,37,270,51,307,55,1131,0,0,57,1116,55,908,"230TH STREET (REG # 6, 7, 8 & 9)",Monitoring,JA,NYCDEP - Jamaica WPCP,NY0026115-005,40.64764,-73.7549,4BL 16' X 8'
JAM-007,Thurston Basin,86,168,0,0,0,0,0,0,39,39,0,0,"HEAD OF THURSTON BASIN (REG # 6, 7, 8 & 9)",Monitoring,JA,NYCDEP - Jamaica WPCP,NY0026115-007,40.64787,-73.7546,4BL 17' X 6'
OH-017,Upper New York Bay,47,610,32,275,32,357,35,439,257,24,0,235,92ND STREET (REG #1),Monitoring,OH,NYCDEP - Owls Head WPCP,NY0026166-017,40.62058,-74.0417,"3BL 7' 4"""" X 7' 4"""""
OH-020,Upper New York Bay,35,1,25,1,28,2,18,4,1,7,0,1,BAY RIDGE AVENUE (REG #5),Model,OH,NYCDEP - Owls Head WPCP,NY0026166-020,40.63906,-74.0368,3' X 3' FT
OH-002,Upper New York Bay,45,471,34,363,35,476,39,675,354,28,0,413,"64TH STREET (REG #6A,B,C)",Monitoring,OH,NYCDEP - Owls Head WPCP,NY0026166-002,40.64495,-74.0309,"3BL 7' 6"""" X 8' 10"""""
OH-019,Upper New York Bay,44,27,34,23,35,35,37,83,44,27,0,42,71ST STREET (REG #4),Monitoring,OH,NYCDEP - Owls Head WPCP,NY0026166-019,40.63684,-74.0378,"48"""" DIA"
OH-018,Upper New York Bay,48,139,38,105,38,141,43,255,142,31,0,163,79TH STREET (REG #3),Monitoring,OH,NYCDEP - Owls Head WPCP,NY0026166-018,40.63164,-74.0403,12' X 7'
RH-029,Upper New York Bay,29,2,27,3,21,2,22,3,3,23,0,2,VAN BRUNT STREET (REG # R-1 ),Model,RH,NYCDEP - Red Hook WPCP,NY0027073-029,40.67361,-74.0173,"24"""" DIA"
OH-003,Upper New York Bay,86,422,43,255,43,330,47,586,358,39,0,397,"49TH STREET (REG #7A,B,C)",Monitoring,OH,NYCDEP - Owls Head WPCP,NY0026166-003,40.65273,-74.0213,11' X 8' FT
OH-004,Upper New York Bay,21,6,11,3,9,5,0,0,0,0,0,1,43RD STREET (REG #7D),Monitoring,OH,NYCDEP - Owls Head WPCP,NY0026166-004,40.65542,-74.017,6' X 4'
PR-023,Upper New York Bay,39,39,0,0,0,0,0,0,0,0,0,0,NAUTILUS STREET,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-023,40.61199,-74.0598,"6'6"""" X 5'11"""""
PR-021,Upper New York Bay,46,8,15,1,7,0,18,1,1,15,0,0,HYLAN BOULEVARD,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-021,40.61569,-74.0629,"10"""" DIA"
PR-013,Upper New York Bay,39,40,33,43,17,29,43,64,56,37,0,28,VICTORY BOULEVARD,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-013,40.63795,-74.0726,"7' 1"""" X 4' 1"""""
PR-017,Upper New York Bay,47,14,41,12,24,9,51,18,15,42,0,12,NORWOOD AVENUE,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-017,40.6225,-74.0706,"48"""" DIA"
PR-019,Upper New York Bay,52,68,42,47,28,37,53,74,64,46,0,26,LYNHURST AVENUE,Monitoring,PR,NYCDEP - Port Richmond WPCF,NY0026107-019,40.61937,-74.0671,13' X 6' FT
PR-032,Upper New York Bay,24,1,18,1,7,1,14,2,1,15,0,0,VICTORY BOULEVARD,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-032,40.63733,-74.0705,"24"""" DIA"
PR-015,Upper New York Bay,18,1,12,2,10,1,16,2,2,16,0,1,S/O DOCK STREET,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-015,40.62578,-74.0725,"3' 6"""" X 2' 4"""""
PR-010,Upper New York Bay,7,0,5,1,4,1,6,1,1,10,0,0,ST. PETERS PLACE,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-010,40.64865,-74.0842,"30"""" DIA"
PR-011,Upper New York Bay,3,0,4,0,2,0,2,0,0,3,0,0,HAMILTON AVENUE,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-011,40.64691,-74.0766,"30"""" DIA"
PR-014,Upper New York Bay,55,34,40,32,24,23,47,48,42,39,0,23,BALTIC STREET,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-014,40.63071,-74.0732,"DBL 6'2"""" X 3'6"""""
PR-031,Upper New York Bay,52,179,43,158,27,120,54,259,223,40,0,139,CANAL STREET,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-031,40.62695,-74.0728,"DBL 3'1"""" X 3'6"""""
PR-016,Upper New York Bay,30,1,17,1,11,1,21,2,2,19,0,0,MARINE HOSPITAL,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-016,40.62458,-74.0722,"20"""" DIA"
PR-018,Upper New York Bay,48,4,38,2,21,2,34,4,3,31,0,3,N/O CAMDEN STREET,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-018,40.62082,-74.0692,"36"""" DIA"
PR-030,Upper New York Bay,52,9,38,2,24,2,41,3,3,39,0,0,SYLVATON TERRANCE,Monitoring,PR,NYCDEP - Port Richmond WPCF,NY0026107-030,40.61798,-74.0654,"16"""" DIA"
PR-020,Upper New York Bay,52,28,41,7,26,6,48,11,10,42,0,2,N/O SYLVA LANE,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-020,40.6173,-74.0648,"15"""" DIA"
PR-023A,Upper New York Bay,0,0,52,85,41,75,0,0,0,0,0,76,NAUTILUS STREET,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-023A,40.61193,-74.06,"20"""" DIA"
OH-001,Upper New York Bay,0,0,0,0,0,0,0,0,0,0,0,0,OWLS HEAD W.P.C.P OUTFALL,Model,OH,NYCDEP - Owls Head WPCP,NY0026166-001,40.64188,-74.0372,"96"""" DIA"
PR-023B,Upper New York Bay,0,0,0,0,0,0,0,0,0,0,0,0,NAUTILUS STREET,Model,PR,NYCDEP - Port Richmond WPCF,NY0026107-023B,40.61193,-74.06,"20"""" DIA"
NCB-013,Wallabout Channel,41,77,34,39,21,45,26,75,49,30,0,42,DIVISION AVENUE (REG # B-5),Monitoring,NC,NYCDEP - Newtown Creek WPCP,NY0026204-013,40.70688,-73.9692,10' X 8'
NCB-082,Wallabout Channel,8,1,9,0,9,0,11,1,1,11,0,0,SOUTH 8TH STREET (REG # B-6),Model,NC,NYCDEP - Newtown Creek WPCP,NY0026204-082,40.71011,-73.9696,"36"""" DIA"
NCB-014,Wallabout Channel,46,952,30,511,27,600,27,568,418,26,0,337,KENT AVE (REG # B-4),Monitoring,NC,NYCDEP - Newtown Creek WPCP,NY0026204-014,40.70607,-73.9692,"DBL 13' 6"""" X 11' 6"""""
HP-014,Westchester Creek,57,563,46,385,44,420,44,616,449,53,0,516,"E.TREMONT AVENUE (CSO-29, 29A)",Model,HP,NYCDEP - Hunt's Point WPCP,NY0026191-014,40.83957,-73.8401,"DBL 14' X 8' 6"""""
HP-034,Westchester Creek,0,0,0,0,0,0,0,0,0,0,0,0,NEWBOLD AVENUE (COMMERCE STREET PS),Model,HP,NYCDEP - Hunt's Point WPCP,NY0026191-034,40.83493,-73.8397,"60"""" DIA"
HP-033,Westchester Creek,5,16,5,11,5,7,10,23,6,7,5,78,S/O BRUCKNER BLVD & E/O ZEREGA AVE (CSO-23),Model,HP,NYCDEP - Hunt's Point WPCP,NY0026191-033,40.82805,-73.8427,DBL 16' X 5'
HP-015,Westchester Creek,3,1,4,0,2,0,4,1,0,1,2,0,LATTING STREET (CSO-22),Model,HP,NYCDEP - Hunt's Point WPCP,NY0026191-015,40.83747,-73.8393,"4' 9"""" X 4'"
HP-012,Westchester Creek,13,30,11,27,10,24,16,59,27,15,0,27,LAFAYETTE AVENUE (CSO-23A),Model,HP,NYCDEP - Hunt's Point WPCP,NY0026191-012,40.82416,-73.8409,12' X 8'
HP-016,Westchester Creek,54,78,27,48,30,56,28,90,63,46,24,72,BRUCKNER EXPRESSWAY (REG #4),Monitoring,HP,NYCDEP - Hunt's Point WPCP,NY0026191-016,40.82836,-73.8422,"10' X 8'6"""""
NCB-002,Whale Creek,0,0,0,0,0,0,0,0,0,0,0,0,NEWTOWN CREEK WPCP,Model,NC,NYCDEP - Newtown Creek WPCP,NY0026204-002,40.73444,-73.9467,3BL 7' X 8'
